medium,release,position,format,track_count
id-2556482,id-2360632,1,1,13
id-853535,id-853535,1,,4
id-611626,id-611626,1,29,2
id-631300,id-631300,1,29,2
id-3901830,id-3581271,1,12,1
id-2342770,id-2172420,1,12,1
id-748775,id-748775,1,54,2
id-1486351,id-1428414,1,12,1
id-818034,id-818034,1,31,4
id-650081,id-650081,1,,1
id-69632,id-69632,1,,3
id-25034,id-25034,1,,1
id-424871,id-424871,1,,4
id-1354029,id-1312629,1,12,4
id-2241542,id-2084156,1,,1
id-941763,id-941763,1,,11
id-600542,id-600542,1,12,4
id-877348,id-877348,1,,4
id-978850,id-978850,1,,10
id-940147,id-940147,1,,11
id-699660,id-699660,1,1,6
id-489349,id-489349,1,31,4
id-683582,id-683582,1,12,2
id-788482,id-788482,1,1,11
id-1007801,id-1007801,1,,4
id-454135,id-454135,1,31,4
rec-868036-dup-1,rec-868036-dup-0,1,,2
id-2552616,id-2357149,1,12,1
id-1130468,id-1117990,1,31,3
id-689824,id-689824,1,12,4
id-1369552,id-1326255,1,1,5
id-937293,id-937293,1,,9
id-704532,id-704532,1,31,3
id-1125119,id-1113289,1,12,2
id-762211,id-762211,1,31,3
id-1013388,id-1013388,1,,3
id-146280,id-146280,1,,7
id-1914507,id-1801504,1,1,9
id-1106949,id-1097714,1,1,12
id-2555689,id-2359881,1,12,1
id-702795,id-702795,1,1,12
id-979087,id-979087,1,,2
rec-300902-dup-0,id-300902,1,1,2
id-667087,id-667087,1,1,6
id-1901989,id-1790403,1,1,11
id-2337635,id-2167882,1,12,7
id-1598025,id-1527559,1,12,9
id-1084705,id-1079032,1,33,4
id-495531,id-495531,1,12,4
id-879614,id-879614,1,,2
id-1350451,id-1309525,1,12,25
id-69639,id-69639,1,,4
id-422048,id-422048,1,7,2
id-940787,id-940787,1,,4
id-314386,id-314386,1,1,2
id-1316873,id-1280233,1,12,1
id-78972,id-78972,1,,2
id-1378264,id-1333942,1,12,7
id-271211,id-271211,1,12,3
id-827146,id-827146,1,12,2
id-877767,id-877767,1,,6
id-1697087,id-1613208,1,12,1
id-1386618,id-1341157,1,,5
id-605815,id-605815,1,,3
id-868516,id-868516,1,,1
id-777165,id-777165,1,12,2
rec-1277365-dup-0,id-1245977,1,12,4
id-1089540,id-1083131,1,30,2
id-298144,id-298144,1,1,4
id-3254720,id-2990439,1,12,1
id-1068841,id-1065036,1,31,3
id-589840,id-589840,1,12,1
id-1054606,id-1052634,1,29,2
id-513976,id-513976,1,7,2
id-465310,id-465310,1,12,6
id-651685,id-651685,1,31,2
id-1342759,id-1302856,1,1,1
id-827542,id-827542,1,12,3
id-759654,id-759654,1,7,2
id-783269,id-783269,1,12,1
id-1075428,id-1070823,1,12,20
id-147422,id-147422,1,31,3
id-112649,id-112649,1,,15
id-3900081,id-3579687,1,12,1
id-161220,id-161220,1,1,6
id-272638,id-272638,1,1,11
id-3900088,id-3579692,1,12,1
id-750207,id-750207,1,7,2
id-657987,id-657987,1,31,2
id-546348,id-546348,1,31,4
id-1021356,id-1021356,1,,1
id-348890,id-348890,1,,3
id-728725,id-728725,1,12,4
id-855371,id-855371,1,38,13
rec-3263433-dup-0,id-2998243,1,12,1
id-356993,id-356993,1,31,3
id-1218302,id-1194270,1,,5
id-863466,id-863466,1,,5
id-349471,id-349471,1,31,3
id-832947,id-832947,1,31,2
id-461237,id-461237,1,12,3
id-89434,id-89434,1,,3
id-851708,id-851708,1,,6
id-238643,id-238643,1,31,3
id-433372,id-433372,1,7,2
id-356843,id-356843,1,31,2
id-243372,id-243372,1,,6
id-1194217,id-1173257,1,12,3
id-1905082,id-1793138,1,1,26
id-1206413,id-1184018,1,29,2
id-977067,id-977067,1,,7
id-255459,id-255459,1,7,2
id-824560,id-824560,1,31,3
id-824561,id-824561,1,31,2
id-216187,id-216187,1,1,3
id-273760,id-273760,1,,6
rec-997367-dup-0,id-997367,1,1,14
id-891927,id-891927,1,1,16
id-530346,id-530346,1,1,2
id-187158,id-187158,1,1,3
id-853578,id-853578,1,,4
id-1698529,id-1614335,1,12,1
id-853464,id-853464,1,,5
id-1210544,id-1187648,1,8,1
id-1357247,id-1315480,1,1,2
id-942441,id-942441,1,,4
id-3769288,id-3459317,1,12,1
id-2753557,id-2539341,1,1,13
id-1317627,id-1280894,1,12,1
id-430410,id-430410,1,12,3
rec-1386618-dup-0,id-1341157,1,,5
id-24672,id-24672,1,,3
id-504924,id-504924,1,1,4
id-433197,id-433197,1,31,4
rec-3649831-dup-0,id-3348993,1,12,1
id-1360005,id-1317901,1,1,6
id-666989,id-666989,1,1,3
id-44785,id-44785,1,1,11
id-2749674,id-2535903,1,12,5
id-1146082,id-1131758,1,31,9
rec-236844-dup-0,id-236844,1,,5
id-1216558,id-1192808,1,1,9
id-1701538,id-1616968,1,31,10
id-180891,id-180891,1,,9
id-2243712,id-2086103,1,12,1
id-3083554,id-2836609,1,12,1
id-893129,id-893129,1,,8
id-1109474,id-1099804,1,1,10
id-959567,id-959567,1,1,11
id-952957,id-952957,1,,2
rec-840936-dup-0,id-840936,1,,4
id-647241,id-647241,1,31,4
id-1318130,id-1281352,1,31,2
id-3766622,id-3456801,1,12,1
id-939580,id-939580,1,,4
id-3285329,id-3018398,1,31,7
id-2617914,id-2416201,1,,1
id-1378297,id-1333971,1,29,2
id-1189351,id-1169319,1,12,1
id-749335,id-749335,1,12,5
id-257862,id-257862,1,7,2
rec-585728-dup-0,id-585728,1,1,5
id-1062175,id-1059180,1,1,7
id-1023683,id-1023683,1,,6
id-822396,id-822396,1,12,6
id-688379,id-688379,1,29,3
id-1370871,id-1327401,1,12,5
id-554957,id-554957,1,12,5
id-814512,id-814512,1,1,3
id-978469,id-978469,1,1,12
id-1045502,id-1044982,1,1,6
id-732223,id-732223,1,1,3
id-212510,id-212510,1,1,2
id-418289,id-418289,1,7,2
id-904734,id-904734,1,,25
id-770630,id-770630,1,,4
id-1056827,id-1054520,1,12,13
id-857280,id-857280,1,,6
id-1691069,id-1608040,1,31,13
id-740766,id-740766,1,1,3
id-699867,id-699867,1,1,7
id-692232,id-692232,1,31,2
id-992082,id-992082,1,,5
rec-950231-dup-0,id-950231,1,,1
id-3770795,id-3460721,1,12,1
id-642280,id-642280,1,7,2
id-3260034,id-2995213,1,12,1
id-574263,id-574263,1,12,5
id-9805,id-9805,1,,2
id-1095205,id-1087871,1,12,1
id-342364,id-342364,1,7,2
id-1101546,id-1093117,1,1,2
id-938980,id-938980,1,,2
id-710627,id-710627,1,31,2
id-1193510,id-1172618,1,1,4
id-455669,id-455669,1,1,9
id-505850,id-505850,1,1,4
id-3354747,id-3081895,1,12,1
id-1008962,id-1008962,1,,5
id-866143,id-866143,1,1,12
id-676910,id-676910,1,31,4
id-876181,id-876181,1,,5
id-460309,id-460309,1,1,2
id-775610,id-775610,1,1,5
id-1056944,id-1054627,1,,5
id-1134828,id-1121864,1,1,5
id-1053649,id-1051864,1,12,5
rec-784527-dup-0,id-784527,1,31,9
rec-703344-dup-0,id-703344,1,1,4
id-2550561,id-2355238,1,12,1
id-506622,id-506622,1,12,24
id-3494658,id-3207561,1,12,1
id-1600568,id-1529733,1,12,5
id-312568,id-312568,1,31,2
id-3263081,id-2997934,1,12,1
id-1657584,id-1578642,1,1,10
id-223017,id-223017,1,1,3
id-660860,id-660860,1,7,2
id-192040,id-192040,1,12,2
id-653439,id-653439,1,12,5
id-601224,id-601224,1,31,2
id-1192688,id-1172066,1,1,5
id-885471,id-885471,1,,12
id-1353232,id-1311981,1,12,4
id-2618304,id-2416576,1,12,1
id-2618657,id-2416903,1,12,7
id-245825,id-245825,1,,4
id-1325317,id-1287617,1,12,6
id-763813,id-763813,1,12,3
id-193532,id-193532,1,,3
id-476540,id-476540,1,8,5
id-896954,id-896954,1,61,12
id-297398,id-297398,1,1,5
id-1252212,id-1224415,1,12,5
id-3655730,id-3354457,1,12,1
id-3655734,id-3354461,1,12,1
id-1235840,id-1209943,1,31,2
rec-929333-dup-0,id-929333,1,,4
id-21933,id-21933,1,1,7
id-1603457,id-1532159,1,,1
id-315465,id-315465,1,1,11
id-384477,id-384477,1,14,1
id-1386937,id-1341449,1,1,6
id-1377231,id-1333056,1,12,1
id-3085273,id-2838180,1,12,1
id-3084659,id-2837608,1,12,1
id-1341457,id-1301677,1,12,2
id-817648,id-817648,1,1,4
id-739169,id-739169,1,12,1
id-225466,id-225466,1,,1
id-1158804,id-1143021,1,12,5
id-1038516,id-1038516,1,,3
id-1207331,id-1184847,1,,3
id-359947,id-359947,1,1,3
id-911982,id-911982,1,,1
id-481010,id-481010,1,1,4
id-1367366,id-1324380,1,12,3
id-351831,id-351831,1,31,3
id-1385915,id-1340550,1,12,8
id-1367363,id-1324378,1,12,3
id-347092,id-347092,1,31,2
id-944092,id-944092,1,,3
id-375571,id-375571,1,31,3
id-495181,id-495181,1,7,5
id-3548910,id-3257142,1,12,5
id-532703,id-532703,1,7,2
id-898013,id-898013,1,,4
id-1371010,id-1327529,1,1,12
id-1613249,id-1540587,1,1,11
id-532402,id-532402,1,31,2
id-365258,id-365258,1,1,1
id-978896,id-978896,1,,5
id-3435995,id-3154803,1,12,1
id-3439497,id-3157922,1,12,1
id-1255809,id-1227626,1,,2
id-1345736,id-1305447,1,29,4
id-1382305,id-1337441,1,12,1
id-1255804,id-1227621,1,31,2
rec-658111-dup-0,id-658111,1,31,3
id-542922,id-542922,1,,1
id-243959,id-243959,1,,2
id-511203,id-511203,1,1,4
id-1281374,id-1249179,1,1,3
id-817310,id-817310,1,1,4
id-1315616,id-1279098,1,31,3
id-1601411,id-1530461,1,,6
id-878595,id-878595,1,,1
id-852831,id-852831,1,,6
id-1311596,id-1275605,1,31,4
rec-897889-dup-0,rec-897889-dup-1,1,,2
id-1209687,id-1186946,1,12,4
id-601039,id-601039,1,1,5
id-325673,id-325673,1,1,10
id-386125,id-386125,1,14,1
rec-1216558-dup-0,id-1192808,1,1,9
id-1260593,id-1231778,1,12,2
id-730325,id-730325,1,31,2
id-165433,id-165433,1,,13
id-1084625,id-1078956,1,12,4
id-1038357,id-1038357,1,,6
id-739000,id-739000,1,1,4
id-806422,id-806422,1,31,4
id-1140131,id-1126587,1,,1
id-2751264,id-2537299,1,1,10
id-1177925,id-1159355,1,1,6
rec-534101-dup-0,id-534101,1,31,3
id-958611,id-958611,1,,3
id-726633,id-726633,1,1,3
id-133865,id-133865,1,,3
id-713729,id-713729,1,1,10
id-670696,id-670696,1,1,14
id-713725,id-713725,1,31,4
id-1187515,id-1167752,1,1,4
id-866746,id-866746,1,29,2
id-260184,id-260184,1,31,2
id-1352886,id-1311675,1,1,5
id-401304,id-401304,1,31,3
id-971278,id-971278,1,,4
id-341957,id-341957,1,1,6
id-659550,id-659550,1,7,2
id-713653,id-713653,1,7,2
id-1320986,id-1283839,1,1,8
id-451572,id-451572,1,31,2
id-292991,id-292991,1,,5
rec-650081-dup-0,id-650081,1,,1
id-968108,id-968108,1,1,4
id-823104,id-823104,1,31,2
id-601782,id-601782,1,,2
id-1827345,id-1725325,1,12,1
id-1265520,id-1236113,1,1,2
id-167395,id-167395,1,,4
id-909762,id-909762,1,,6
id-912983,id-912983,1,,5
id-1220537,id-1196184,1,12,2
id-1209696,id-1186953,1,12,4
id-125975,id-125975,1,,3
id-716718,id-716718,1,,10
id-867895,id-867895,1,1,10
id-1352971,id-1311754,1,7,6
id-354589,id-354589,1,1,4
id-371735,id-371735,1,31,2
id-1122798,id-1111292,1,33,5
id-895785,id-895785,1,,5
id-595560,id-595560,1,,3
id-891299,id-891299,1,,2
id-279189,id-279189,1,,2
id-672907,id-672907,1,,4
id-950723,id-950723,1,1,8
id-2340896,id-2170741,1,12,1
id-170561,id-170561,1,12,11
id-907903,id-907903,1,1,7
id-1208507,id-1185899,1,,1
id-663811,id-663811,1,31,2
id-712673,id-712673,1,42,13
id-1384310,id-1339142,1,12,7
id-892972,id-892972,1,,1
id-2869304,id-2642365,1,12,1
id-499870,id-499870,1,1,3
id-1488460,id-1430303,1,29,4
id-716379,id-716379,1,1,16
id-1333295,id-1294525,1,1,10
id-2620873,id-2418829,1,12,1
id-792053,id-792053,1,31,2
id-348082,id-348082,1,1,6
id-1096942,id-1089365,1,31,4
id-1355495,id-1313931,1,1,4
id-542454,id-542454,1,1,14
id-3652770,id-3351659,1,12,1
id-593843,id-593843,1,1,5
id-845685,id-845685,1,12,4
id-2337718,id-2167954,1,12,6
id-658099,id-658099,1,31,3
rec-1386550-dup-0,id-1341092,1,1,5
id-576698,id-576698,1,12,3
rec-855371-dup-0,id-855371,1,38,13
id-938089,id-938089,1,,4
id-1709026,id-1623542,1,12,1
id-268296,id-268296,1,1,1
id-924568,id-924568,1,,6
id-1320509,id-1283408,1,31,3
id-820253,id-820253,1,1,3
id-1164759,id-1148216,1,1,2
id-171833,id-171833,1,,7
id-885428,id-885428,1,,3
id-821656,id-821656,1,,3
id-171836,id-171836,1,,16
id-796693,id-796693,1,1,11
id-941204,id-941204,1,,4
id-74437,id-74437,1,,4
id-155830,id-155830,1,,5
id-1611586,id-1539245,1,29,3
id-1088358,id-1082123,1,1,11
id-1011772,id-1011772,1,,3
id-3658060,id-3356582,1,12,1
id-87718,id-87718,1,,5
id-1369348,id-1326080,1,1,14
id-3085831,id-2838709,1,12,1
id-1106390,id-1097205,1,1,12
id-209493,id-209493,1,1,12
id-1524345,id-1461064,1,,5
id-402861,id-402861,1,31,2
id-901882,id-901882,1,,3
id-795110,id-795110,1,1,3
id-3436011,id-3154819,1,12,1
id-715718,id-715718,1,1,7
id-234577,id-234577,1,,4
id-2619876,id-2418020,1,12,4
id-2106922,id-1968430,1,,1
id-592682,id-592682,1,12,2
id-1611905,id-1539512,1,12,1
id-1333806,id-1294977,1,12,2
rec-706246-dup-0,id-706246,1,31,10
id-858383,id-858383,1,,2
id-2621271,id-2419182,1,12,1
id-637803,id-637803,1,1,1
id-919368,id-919368,1,1,8
id-579743,id-579743,1,1,3
id-1100775,id-1092467,1,1,33
id-919244,id-919244,1,,5
id-794864,id-794864,1,,2
id-1508499,id-1447196,1,12,1
id-2113048,id-1973676,1,12,1
id-1585238,id-1516471,1,1,12
rec-718214-dup-0,id-718214,1,,3
id-1299395,id-1265050,1,12,3
id-2196690,id-2045335,1,31,7
id-550880,id-550880,1,7,2
id-310482,id-310482,1,1,3
id-1114887,id-1104443,1,1,5
id-998498,id-998498,1,,3
id-461827,id-461827,1,1,3
id-1356099,id-1314463,1,1,14
id-622900,id-622900,1,31,2
id-1275121,id-1244006,1,31,4
id-1294985,id-1261182,1,1,10
id-736143,id-736143,1,1,12
rec-419958-dup-0,id-419958,1,1,2
id-678845,id-678845,1,1,4
id-737942,id-737942,1,1,9
id-558383,id-558383,1,31,10
id-658637,id-658637,1,,4
id-718033,id-718033,1,1,3
id-642665,id-642665,1,1,10
id-1245086,id-1218173,1,1,5
rec-1110901-dup-0,id-1101057,1,33,5
id-1059447,id-1056809,1,1,7
id-1245089,id-1218178,1,1,13
id-348660,id-348660,1,,15
rec-823097-dup-0,id-823097,1,31,2
id-849364,id-849364,1,12,13
id-250791,id-250791,1,1,4
id-740994,id-740994,1,29,2
id-3654932,id-3353706,1,12,1
rec-541248-dup-0,id-541248,1,29,2
id-1378998,id-1334571,1,12,1
id-389919,id-389919,1,14,1
id-70089,id-70089,1,,4
id-1278191,id-1246466,1,12,2
id-306185,id-306185,1,1,7
id-249322,id-249322,1,,3
id-196759,id-196759,1,,1
id-1318082,id-1281308,1,31,2
id-823122,id-823122,1,31,2
id-763315,id-763315,1,12,2
id-171072,id-171072,1,,3
id-507968,id-507968,1,1,13
id-86597,id-86597,1,31,2
id-425097,id-425097,1,29,2
id-3767701,id-3457838,1,12,1
id-1353152,id-1311905,1,8,12
id-3769011,id-3459070,1,12,1
id-804646,id-804646,1,1,4
id-2866717,id-2640014,1,12,1
id-224122,id-224122,1,,8
id-1188608,id-1168692,1,1,6
id-345794,id-345794,1,1,7
id-334235,id-334235,1,,6
id-1364319,id-1321736,1,12,5
id-855582,id-855582,1,,2
id-413596,id-413596,1,31,3
id-1364759,id-1322120,1,31,6
id-1251919,id-1224154,1,29,2
id-1130705,id-1118196,1,12,5
id-217008,id-217008,1,31,4
id-450945,id-450945,1,1,2
rec-1341347-dup-0,id-1301581,1,1,2
id-1693014,id-1609741,1,12,10
id-2385385,id-2210665,1,12,1
id-80873,id-80873,1,31,2
id-882389,id-882389,1,,7
id-1216057,id-1192410,1,,1
id-513644,id-513644,1,1,4
id-1283894,id-1251414,1,12,1
id-937893,id-937893,1,1,23
id-677196,id-677196,1,31,2
id-430505,id-430505,1,1,2
id-125215,id-125215,1,31,4
id-2336758,id-2167079,1,12,11
id-207918,id-207918,1,,4
id-461853,id-461853,1,12,2
id-528340,id-528340,1,1,2
id-889165,id-889165,1,1,5
id-2242486,id-2085014,1,1,12
id-1087628,id-1081473,1,1,12
id-910008,id-910008,1,,18
id-342378,id-342378,1,1,1
id-1048547,id-1047550,1,33,2
id-1088897,id-1082562,1,1,7
id-3756735,id-3447513,1,12,12
rec-1135635-dup-0,id-1122605,1,12,2
id-442867,id-442867,1,31,3
id-187362,id-187362,1,1,5
id-443136,id-443136,1,12,1
id-1318370,id-1281572,1,31,2
id-3554922,id-3262573,1,1,10
id-121956,id-121956,1,12,3
