release_group,name,artist_credit,type
id-319239,Chitty Chitty Bang Bang,id-840183,1
id-1240120,Мачете,id-1125717,1
id-1261215,In the Darkest Corners of Human Nature,id-1154208,1
rec-271847-dup-0,Without a Warnirig,id-6837,1
id-802087,Sver,id-592738,1
rec-698714-dup-0,20080305 Tipitinas New Oeleans LA USA,id-1181,1
id-52865,Tenebrae Vision,id-35217,1
id-832438,Portland 200,id-2076,1
id-1221903,20090928 SeneyStovall Chapel Athens GA USA,id-113460,1
id-932829,Top Hits USA T124,id-1,1
id-1244723,Mega Dance 1999 Volume 2,id-1,1
id-1077870,The Many Moods of,id-713238,1
rec-616874-dup-0,Girls snd Boys,id-362053,1
id-1035871,Big Beat Electronica,id-1,11
id-1281583,Piraten ahoi,id-1189105,1
id-1380643,Trip Two Isle Of Mabrax,id-1318209,1
id-1245663,Shakin With the Devil,id-440483,1
id-388161,A Series of Unfortunate Events Book 11 The Grim Grotto,id-128737,11
id-885619,Im Original Glenn Miller Sound,id-223910,1
id-270192,Rude Boy,id-8751,1
id-1872922,NEW DANGANRONPA V3 OST WHITE,id-385963,1
rec-822840-dup-0,twelve messsge,id-553379,1
id-2978415,Potłuczone Aureole,id-784927,1
id-1634118,30th Anniversary of Nexus Years Limited Collectors Box,id-1217205,1
id-900922,Chilled Rock,id-659338,11
id-1205934,Apeshit A Mixtape Tribute to The Gorillaz,id-1026249,1
id-980366,Woodpecker,id-735589,1
id-1806634,Heater,id-125931,1
id-294027,Porno Party,id-810578,1
rec-576490-dup-1,Aeori 3,id-365813,1
rec-576490-dup-0,Ason 3,id-365813,1
rec-626227-dup-0,Soutbern Winds,rec-8718-dup-0,1
rec-1099444-dup-0,Song5 to Shiva,id-864111,1
rec-1291429-dup-0,Kaikki ikivigreät,rec-30544-dup-0,1
id-563471,Spankys Greatest Hits,id-46743,1
id-660465,20060613 The Ambassador Dublin Ireland,id-10193,1
id-387156,Salsa Dance Class The Real Deal,id-1,1
id-745902,In Living Black and White,id-12151,1
id-760854,Livehaftig und krank,id-469503,
id-2900041,Jef Lee Johnson Primer,id-3591,1
id-1280363,Burning Down,id-189446,3
id-293876,太陽系亞種音,id-1169077,1
id-340324,Customs,id-180143,1
rec-245154-dup-1,A|berta,id-128831,1
id-732653,20080614 Download Festival 2008 Donington Park UK,id-296923,1
id-330827,Nanoalbum,id-229912,1
rec-2120980-dup-0,Tereza Tar0uca,id-2379200,1
id-74887,For the First Time,id-45713,1
id-127785,Günebakan  Dünyanın Kapıları,id-93850,1
id-810697,Oriental Art Music,id-454021,1
id-141714,Kansas City 1972,id-22492,1
id-249996,The Second,id-1699,1
id-1381064,A Blue Book,id-1318662,1
id-627697,Dellimpero delle tenebre,id-450416,1
id-901295,The Next Stage,id-808037,11
id-308864,The Classic Early Recordings,id-3755,1
id-1181299,Twerk,id-3222948,2
id-295468,Start Breaking My Heart,id-3356053,1
id-2617363,19261940,id-8818,1
id-783668,Eu e o Samba,id-107434,1
id-683489,Ghost Days,id-117130,1
id-1145776,Cartolas Band 2003,id-958795,1
id-3074338,artificial outsider,id-1122289,1
id-152866,Donkey Kong Country 2 Diddys Kong Quest,id-179585,1
id-483411,Lemon Malarkey,id-336875,1
id-497419,6 Richtige,id-346601,1
id-729643,The Andy Williams Sound of Music,id-32737,1
id-684330,ScheißKapelle Live,id-1079157,1
id-207547,Hellboy Original Motion Picture Soundtrack,id-82973,1
id-191319,Life Blood,id-24287,1
id-1047256,Back to the 60´s,id-359569,1
id-742825,Songs About Feelings,id-545963,1
id-1193335,Dusty Rainbow From the Dark,id-242684,1
id-2556461,Month of Madness Vol 7,id-67117,1
id-938070,Blackbud,id-193186,1
id-894556,Piano and Orchestra 1,id-20886,11
rec-224405-dup-0,Healirig the Wounds,id-23489,1
id-874023,Edward H Mewn Bocs,id-283289,1
id-41797,Jody Davis,id-24575,
id-946231,News Promos Volume 3,id-1,11
id-269805,Tanzverbot Schill to Hell,id-992751,2
id-372610,Resident Evil Apocalypse,id-818983,1
rec-2495401-dup-0,Take Me Dovvn,rec-40073-dup-1,2
id-658374,19940903 Folky nefolky Helfštýn Czech Republic,id-21949,1
id-171803,Godt Ord Igen,id-129722,1
id-776583,All Star Jazz,id-572546,1
id-103601,Cryptic Crunch,id-66400,1
id-1531092,Suddenly,id-1485649,1
id-486286,US Pop Life Volume 11 California Post Punk Looking for the Perfect Glass,id-1,1
id-1069716,Zeichen,id-59206,1
id-210012,Le Cimetière des éléphants,id-10558,1
id-345348,Live in London,id-33058,1
id-163105,Christmas With the Stars,id-1,1
id-673199,Radio Lupo solitario,id-1,1
rec-2488914-dup-0,9 Piario Suite Number 7,rec-2815182-dup-0,1
id-1967455,Tigers of the Year,id-2122925,1
id-228309,Mehr Jazz sagten die Frauen,id-371288,1
id-167175,Mother Goose  More,id-44434,1
id-1299250,Doctor Who Covers,id-1214770,11
id-1113793,The Explorers Hold,id-891223,3
id-719460,ソウルの追求,id-527371,1
rec-420883-dup-0,So Hot Right Now,id-267212,1
id-753241,Volume 4 19371940,id-31535,1
id-772078,Raw Yang,id-569628,1
id-1085274,3 Original CDs,id-387,1
id-1254215,Nisi Dominus RV 608  Dixit Dominus RV 594  Stabat Mater RV 621,id-1168462,1
id-1022824,I Am the Wee Falorie Man Folk Songs of Ireland,id-770333,1
id-1051556,19691107 Jazztage Berlin Philharmonie Berlin Germany,id-888118,1
rec-1085459-dup-0,モーニング娘コンサートツアー2o11春 新創世記 ファンタジーDX 〜9期メンを迎えて〜,id-41636,1
id-2337148,Lifecycles EPs of HTSOB,id-2490429,1
id-140877,The Voice of Music Volume II,id-1,1
id-693286,PROBABLY THE BEST,id-40924,1
id-482474,Occupied,id-336253,1
id-946657,Droplet,id-1,11
id-1215297,Zon zee zand zomer met Nijntje,id-380054,1
rec-549298-dup-1,Woh Lamhe Rocking vi Desl Hits,id-1,1
id-1242649,Cara,id-325434,1
id-599836,Mensa Dance Squad,id-103922,3
id-166972,Clubs Gs Suvs,id-127268,1
id-695163,4Voice,id-122166,3
rec-402626-dup-0,Gewoon Janned,id-120266,1
id-210121,Opussy VI,id-122543,1
id-771917,Un ángel llora,id-569503,1
id-347649,Presenting Harry James,id-3356,1
rec-1053166-dup-0,We Might Collicle,id-793358,3
id-942441,Brilliant The Global Dance Music Experience Volume 6,id-1,1
rec-1256625-dup-0,Be5t ofWeihnachten,id-400312,1
id-1049052,Turn It On,id-790727,1
rec-640775-dup-1,FOR INSTALLATION,rec-247481-dup-0,3
id-673372,Offret om att älska,id-491605,1
id-901278,Pets and Vets,id-666809,11
id-213112,Lepaca Kliffoth,id-4825,1
id-578359,Een sinister schouwspel,id-234102,11
id-712861,Bijna Boven 9,id-1,1
id-858629,Metal Future,id-595981,1
rec-1142951-dup-0,The Blueprints of Frank Zappa  The Original Recorcings by the Original Artists,id-1,1
id-800391,Deep House 1 The Sound of the UK Underground,id-1,1
id-198697,Filtered Through Friends,id-92289,1
rec-572140-dup-0,Ambig8ous,id-56502,1
id-2115442,Ljuva Nostalgi  The American Songbook,id-1,1
id-1175691,Driving You Insane,id-128208,1
id-860200,String Quartets op 55 No 1  No 2 Razor  No 3,id-1027698,1
id-1004742,Live in Nancy 1975 Vol2,id-8692,1
id-1036229,俺の妹がこんなに可愛いわけがない オリジナルサウンドトラック,id-360482,1
id-579518,Descargas at Villagegate Live,id-413655,1
rec-198697-dup-1,Filtsred Through Friends,id-92289,1
id-79293,Westing by Musket and Sextant,id-25,1
rec-491955-dup-0,I Duel Sioux and the Ale of Satvrn,id-1,1
id-1109473,20070604 Halle Tony Garnier Lyon France,id-187,1
id-191601,Too Fast for Love,id-36594,1
id-155183,Fantastic,id-2650,1
id-2048229,Schumann Edition,id-32513,1
id-2615809,Alive in America,id-2173,1
id-883949,Smashes▲Trashes,id-1373,1
id-1352145,1977‐03‐25 Music Hall Boston MA USA,id-1488075,1
id-1258846,Well Meet Again,id-1,1
id-2116866,Colours Of The Planet Earth,id-67588,3
rec-525459-dup-1,At Her Very Best Du5ty Springfield,id-46,1
id-86077,Live,id-34833,1
rec-1807305-dup-0,ミカヅキの航海,id-1524576,1
id-804670,Dance Dance,id-86461,1
rec-137877-dup-1,The Compjete John Waite Volume One Falling Backwards,id-1,1
rec-137877-dup-0,The Complete John Waite Volume One Falling Backwards,id-1,1
id-3071328,Pleasures of Conformity,id-2398764,1
id-1158960,圓生百席 16,id-874603,1
id-261929,20010512 Pie Party III Pittsburgh PA USA,id-40780,1
id-1005342,Rock,id-1,11
id-535072,Mobile Suit Gundam SEED Destiny Suit CD Volume 10 Kira Yamato × Strike Freedom Gundam,id-1,1
id-2335322,Arka Noego,id-148712,11
id-1121546,Romero  Juliet,id-907581,2
id-276535,Midnight Prayer  Illusion,id-2147162,1
id-2893772,IndieRock Playlist April 2015,id-1,11
id-186559,Oasis of Love,id-63196,1
rec-772078-dup-1,Raw Yan9,id-569628,1
id-1169920,Tasaday Box 19812007,id-755083,11
id-2975486,Js Juke,id-3302023,1
rec-553150-dup-0,Fire Ig Up,id-338696,1
id-1302673,Balearic Beauty,id-837985,1
id-732228,Weekend World,id-8309,1
rec-772078-dup-0,Raw Yant,id-569628,1
id-830403,Distant Fields,id-94745,1
id-898785,Suddenly,id-33256,3
id-888772,Angels Landing,id-20848,2
rec-1240454-dup-0,全曲集,id-892042,1
id-125200,So What,id-1663,1
id-1001377,Glitched Witched  Zipped Volume 3,id-1,11
id-14751,Up,id-7834,1
id-1528881,Monique Kessous,id-576463,1
rec-85512-dup-0,FINAL FANTASY TACTICS Onginal Sound Track,id-1088495,1
id-731226,El Rancho Spastiko,id-536958,3
id-450717,Las clásicas de la cumbia,id-1,1
id-2664431,ActionThriller 3  Film Trailer Music,id-2776081,1
rec-870156-dup-0,Nighgstarter,id-641792,1
rec-1151752-dup-1,Remixed Absttact Beats,rec-67835-dup-0,1
id-1246449,Ashentide,id-1134179,3
id-1125444,Quechua Music,id-116044,1
id-494729,The Archive Collection ColosSaal Aschaffenburg Germany 16th February 2002,id-39892,1
id-1531399,Arriving on Stros Mkai,id-1484149,1
id-2269197,Rookies  King Vol 2,id-1,1
id-993373,On aime on aide,id-50680,2
rec-952691-dup-0,Grouncl Zero,id-8345,3
id-565451,20010908 Flughafen Westerland Germany,id-10204,1
id-2495106,Madonna Tokyo 1987,id-89,1
id-866146,Mambo of the Times,id-381176,1
id-1005727,Techno,id-887906,11
id-215301,Rare Surf Volume 2 South Bay Bands,id-1,1
id-881761,Folksongs of the Louisiana Acadians,id-1,1
rec-986305-dup-0,Maf:a,id-42435,1
id-1053114,Its Swing Time,id-1,1
id-134704,Faces Forms and Illusions,id-2236,1
rec-347009-dup-1,Citizen Kanr,id-24288,1
id-1094084,Toppers In Concert 2006,id-54410,1
id-276841,A New Day Yesterday,id-89817,1
id-409297,Grieg Holberg Suite  Grieg 2 Elegiac Melodies  Tchaikovsky Serenade,id-1854005,1
rec-397829-dup-0,The Edge Eclition,id-2630132,11
id-764352,Frå Setervoll Til Dansargolv,id-563674,1
id-54969,K,id-3144,1
id-53295,Introducing Nitin Sawhney,id-15177,1
id-962787,Balls of Fury,id-11684,1
id-1062764,From Which No Light Escapes,id-546970,1
id-983547,Caron  Ecay  Lockwood,id-811672,1
id-1183346,Tangled Tales,id-1030463,11
id-1224740,Sterbegesänge,id-1001914,
id-484460,The Live Box 19651968,id-1135,1
rec-899930-dup-0,聖剣の刀鍛冶 音楽集,id-445878,1
rec-2684978-dup-1,Greatest Hits Rec0rded Live,id-1743,1
rec-2684978-dup-0,Greatest Hits Recorded Live,id-1743,1
id-2491695,Le roi bâtard,id-2818317,1
id-13365,and No One Else Wanted to Play,id-4991,1
rec-1111086-dup-0,Street Farne,id-483363,1
id-91644,A Link in the Chain,id-4538,1
id-1094471,Fcking Hardcore 5,id-1,1
id-686780,Den Fynske Samurai,id-503520,3
id-860991,Endgame,id-1104,1
id-768316,Greensleeves Rhythm Album 17 HerbalistEnergy,id-1,1
rec-20086-dup-0,Tubukar Bells III,id-817,1
rec-1210079-dup-1,The Black F0rest Soundtrack,id-1035304,1
id-1263088,Čágo belo šílenci 4,id-1,1
id-6566,Love at Psychedelic Velocity,id-61506,1
id-2612898,ポポロクロイス～月の掟の冒険～ オリジナル・サウンドトラック,id-491611,1
id-523678,Wide Open,id-141153,1
id-894033,Pianos Solo,id-1,11
id-683562,FUNFAIR,id-135422,1
id-1176636,Cello Concerto in B minor  Rondo  Silent Woods,id-1015560,1
id-435963,Sherri Jackson,id-125917,1
id-1271741,Between the Sheets,id-1170816,3
id-1151049,The Singles Collection 1978–1981,id-885277,1
rec-508015-dup-0,Imtroduction,rec-59312-dup-0,1
id-1099853,On trace la route  Le Live,id-431651,1
id-812091,Another World,id-584529,1
id-471856,You Know All About Drags EP,id-326501,3
id-1141197,Våra älskade dansbandsfavoriter,id-1,
rec-844165-dup-1,Visitors Meey the 2 Dollar Egg,rec-1465469-dup-0,3
rec-244047-dup-1,Warkvlt,id-4841,1
rec-244047-dup-0,Warku1t,id-4841,1
id-205771,Living Eyes,id-991,1
id-310703,Kissing and Dancing,id-217953,1
rec-1377511-dup-0,19920424 The Event Brightom UK,rec-5040-dup-0,1
rec-1225081-dup-1,Niin paljon kuuluu rakkau5een,id-70356,1
id-38823,Dust,id-2394,1
rec-197016-dup-1,Passeriger,id-67631,1
id-1296530,Music for Great Films of the Silent Era,id-1213693,1
