artist_credit,position,artist,name
id-2977007,0,id-1913220,Headless
id-546450,0,id-546450,Schrödingers Cat
id-971917,0,id-885581,Orange Jews
id-799988,0,id-799988,ᄼᄽᄾ
id-2820084,0,id-2051431,Vigo Qinan
id-215563,0,id-215563,Niagra
id-1133857,0,id-982760,o.d.r.a
id-304571,0,id-304571,Johnnygoody
id-415751,0,id-415751,Epoxia
id-280672,0,id-280672,Aircut
id-695065,0,id-695065,S.O.B.
id-300926,0,id-300926,Billband
id-208796,0,id-208796,Deeper Than Space
id-554741,0,id-554741,Bishop McCoy
id-448630,0,id-448630,Kikumoto Allstars
id-548235,0,id-548235,Banda da Guarda Municipal de Lisboa
id-62329,0,id-62329,Brand New Immortals
id-562190,0,id-562190,Southside Stalkers
id-561771,0,id-561771,Ocean Bottom Nightmare
id-588117,0,id-588117,Emptydemic Degree
id-823487,0,id-805721,DJ Fritzy
id-343107,0,id-343107,Ambitronic
id-301612,0,id-301612,DreamTone
id-380456,0,id-380456,INCREAL
id-402488,0,id-402488,John Phillpotts
id-449575,0,id-449575,Sound Station
id-2338216,0,id-1588600,Tito Puente y su Orchesta
id-743207,0,id-743207,Tables
id-258699,0,id-258699,Sadie
id-8033,0,id-8033,The Volunteers
id-228364,0,id-228364,Crawling With Tarts
id-526291,0,id-526291,Stidiek
id-772540,0,id-772540,Saint X
id-1391242,0,id-1172155,Mirium
id-369422,0,id-369422,Thrill Squad
id-494231,0,id-494231,aka The Junkies
id-1222081,0,id-1047217,Golly Gee Whiz
id-600079,0,id-600079,Itzehoer Stadtintriganten
id-113605,0,id-113605,Exit 9
id-521914,0,id-521914,Pambo
id-3008750,0,id-2170097,Sabby Slvvane
id-793383,0,id-793383,Duballyou
id-193004,0,id-193004,Sawbonz
id-10149,0,id-10149,Tranquillity
id-1198877,0,id-1030017,Steve Dare
id-466944,0,id-466944,Fellirium
id-155178,0,id-155178,Terrorize
id-146273,0,id-146273,The Friars
id-115587,0,id-115587,Extasia
id-523442,0,id-523442,Invincible Quartette
id-683961,0,id-683961,Le Mal dArchive
id-163687,0,id-163687,Avus
id-777180,0,id-777180,Dubbyman
id-727725,0,id-727725,Billy Shephard
id-862827,0,id-829315,Midnight Indian
id-1455279,0,id-969904,The Philip Kroutev National Folk Ensemble
id-520029,0,id-520029,Mofongo
id-415415,0,id-415415,Pimp Clic
id-623777,0,id-623777,Ciudad dormitorio
