artist_credit,position,artist,name
id-733199,0,id-733199,ウラニーノ
id-180878,0,id-180878,Falko Brocksieper
id-279385,0,id-279385,Corporation of One
id-1405064,0,id-1181432,Idenline
id-366427,0,id-366427,Ersatz
id-790693,0,id-790693,Nkosikhona Nyawula
id-262825,0,id-262825,kruhft
id-120466,0,id-120466,All Your Base
id-3224614,0,id-2291889,Eltorro64Rus
id-137981,0,id-137981,Modeler
id-329691,0,id-329691,Sarah Goldfarb
id-1220378,0,id-1045718,Låt dom hata oss
id-525993,0,id-525993,Sonar Kollektiv Orchester
id-10149,0,id-10149,Tranquillity
id-1098091,0,id-954978,Lorkakar
id-787878,0,id-787878,Heat-Ray
id-395440,0,id-395440,Neon Plastix
id-45174,0,id-45174,Satomi Momozono
id-712093,0,id-712093,Illúzió
id-578030,0,id-578030,SSAB Songs
id-110856,0,id-110856,Saucermen
id-863835,0,id-829849,Vyaas Houston
id-2938812,0,id-41890,Monks of the Gyuto Monastery
id-741091,0,id-741091,Pete Fosco
id-165468,0,id-165468,Desperation
id-1152458,1,id-283846,T4L
id-1152458,0,id-948714,Speed Limits
id-1258586,0,id-1075361,Blacklite District
id-354455,0,id-354455,83 Feet
id-2046235,0,id-1541388,BLVK.
id-723623,0,id-723623,Ghast
id-676868,0,id-676868,MANWOMANCHILD
id-1163970,0,id-1005679,Shelton Pinhero
id-1163970,1,id-1005680,Shirdhin Thomas
id-3002550,0,id-2166214,Sunny
id-792896,0,id-792896,Herb Wiedoeft  His Cinderella Roof Orchestra
id-194758,0,id-194758,Soundisciples
id-768312,0,id-768312,Christliche Kinderhörspiele
id-157699,0,id-157699,Lorindo
id-398894,0,id-398894,Your Eyes Are Doves
id-605084,0,id-605084,Arthur Pryors Band
id-588655,0,id-588655,Polska
id-587172,0,id-587172,Hillton FM
id-225216,0,id-225216,Basic Gravity
id-210770,0,id-210770,PDM
id-442726,0,id-442726,Princes of Dahomey
id-56410,0,id-56410,Lacquer
id-554737,0,id-554737,The Garage Pusher
id-2898272,0,id-2102425,BB Yukus
id-279388,0,id-279388,Heinrich at Hart
id-50414,0,id-50414,Sound Advice
id-406229,0,id-406229,Hells Pigeons
id-1011527,0,id-825415,Some DJ
id-34501,0,id-34501,The Heights
id-424487,0,id-424487,C.L.A.W.S.
id-104943,0,id-104943,Mark Kavanagh
id-1122694,0,id-974155,Walking Def
id-460580,0,id-460580,Captain Phoenix
id-586272,0,id-586272,PNFA
id-3045142,0,id-2029192,Massane
id-521914,0,id-521914,Pambo
id-604031,0,id-604031,Eddie Riff
id-800821,0,id-800821,Chucho Valdes  The Afro-Cuban Messengers
id-493723,0,id-493723,Soda Fountain Rag
id-1220151,0,id-829311,Ion
id-1086847,0,id-947977,Sam Shelton
id-71487,0,id-71487,Hellfish  Producer
id-306637,0,id-306637,Starcrusher
id-248226,0,id-248226,Bunker Soldier
id-526402,0,id-526402,Yannah Valdevit
id-713514,0,id-713514,C/Sphere
id-657143,0,id-657143,Lowline
id-270641,0,id-270641,I Heart Lung
id-159443,0,id-159443,Final Blowout at the Expo Center
id-307043,0,id-307043,November Növelet
id-33842,0,id-33842,Bad Habit Boys
id-450878,0,id-450878,Fumas
id-16214,0,id-16214,Ramsey
id-179797,0,id-179797,Align
id-2134913,0,id-1601746,XL Ant
id-3072879,0,id-2207545,I am Boleyn
id-165625,0,id-165625,Gregory Fleckner Quintet
id-1501225,1,id-557515,Sandé
id-1501225,0,id-557513,Baltimore Soul Tree
id-505419,0,id-505419,Lys Guillorn
id-1548455,0,id-1284896,The Spanish Donkey
id-61566,0,id-61566,Giddy Motors
id-169529,0,id-169529,Skyray
id-344317,0,id-344317,David Sandström Overdrive
id-95184,0,id-95184,Remember Shakti
id-324467,0,id-324467,Terracid
id-138320,0,id-138320,Catnip
id-403407,0,id-403407,mike got spiked
id-86451,0,id-86451,Michael McNevin
id-989851,0,id-894625,Special K  DCruze
id-909319,0,id-852525,Viv and the Revival
id-287963,0,id-287963,Nothing
id-279074,0,id-279074,Cinemascope
id-118684,0,id-118684,Pulseprogramming
id-155379,0,id-155379,Tschabos
id-357240,0,id-357240,Skalpell
id-757742,0,id-757742,Grasslung
id-710171,0,id-710171,As We Draw
id-791563,0,id-791563,O Graceful Musings Burden
id-35100,0,id-35100,New Phunk Theory
id-556387,0,id-556387,Garnet Clark  His Hot Clubs Four
id-961459,0,id-878609,Psyckmobylettes
id-535733,0,id-535733,Sun  Soul Shades
id-730465,0,id-730465,Teays Vein
id-484492,0,id-484492,De Mounties
id-593037,0,id-593037,Nikita
id-269784,0,id-269784,Bulllet
id-350320,0,id-350320,Buddy McKnight
id-1129971,0,id-979733,Voleti Venkateshwarlu
id-3391079,0,id-282438,fluffy porcupine
id-464929,0,id-464929,Sturmprophet
id-290571,0,id-290571,Nine Days to No One
id-411850,0,id-411850,Love Assassins
id-376710,0,id-376710,X-Agon
